col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
5,Ol’ Heidelberg,$$,"['German', 'Desserts']",['(256) 922-0556'],(256) 922-0556,6125 University Dr NW,/biz/ol-heidelberg-huntsville?osq=restaurants,Huntsville,AL,35806,
6,Four Leaves Asian Restaurant,$$,"['Asian Fusion', 'Sushi Bars']",['(256) 429-9393'],(256) 429-9393,7044 University Dr,/biz/four-leaves-asian-restaurant-huntsville?osq=restaurants,Huntsville,AL,35806,
7,Phuket Thai Restaurant and Sushi,$$,"['Sushi Bars', 'Thai']",['(256) 489-1612'],(256) 489-1612,475 Providence Main St NW,/biz/phuket-thai-restaurant-and-sushi-huntsville-3?osq=restaurants,Huntsville,AL,35806,
8,Kona Grill,$$,"['Sushi Bars', 'American (New)']",['(256) 808-2540'],(256) 808-2540,435 The Bridge St,/biz/kona-grill-huntsville?osq=restaurants,Huntsville,AL,35806,
9,P.F. Chang’s,$$,"['Chinese', 'Asian Fusion', 'Gluten-Free']",(256) 327-8320,Bridge Street Town Centre,/biz/p-f-changs-huntsville?osq=restaurants,Huntsville,AL,35806,,
9,P.F. Chang’s,$$,"['Chinese', 'Asian Fusion', 'Gluten-Free']",(256) 327-8320,Bridge Street Town Centre,/biz/bridge-street-town-centre-huntsville,Huntsville,AL,35806,,
10,Bravo! Cucina Italiana,$$,"['Italian', 'Diners', 'Bars']",['(256) 971-9725'],(256) 971-9725,401 The Bridge St,/biz/bravo-cucina-italiana-huntsville?osq=restaurants,Huntsville,AL,35806,
11,Cantina Laredo,$$,"['Mexican', 'Bars', 'Tex-Mex']",['(256) 327-8580'],(256) 327-8580,300 The Bridge St,/biz/cantina-laredo-huntsville?osq=restaurants,Huntsville,AL,35806,
12,Big Bowl Thai Cuisine,$$,['Thai'],['(256) 970-4122'],(256) 970-4122,6125 University Dr,/biz/big-bowl-thai-cuisine-huntsville?osq=restaurants,Huntsville,AL,35806,
13,Cheddar’s Scratch Kitchen,$$,"['American (Traditional)', 'Comfort Food']",['(256) 971-2000'],(256) 971-2000,6125 University Dr. NW,/biz/cheddars-scratch-kitchen-huntsville?osq=restaurants,Huntsville,AL,35806,
14,Mango’s Carribbean Cookhouse,$$,"['Caribbean', 'Vegetarian']",['(256) 971-5111'],(256) 971-5111,1426 Paramount Dr,/biz/mangos-carribbean-cookhouse-huntsville?osq=restaurants,Huntsville,AL,35806,
15,Metro Diner,$$,"['Breakfast & Brunch', 'American (Traditional)']",['(256) 929-6541'],(256) 929-6541,7626 US Highway 72,/biz/metro-diner-madison?osq=restaurants,Huntsville,AL,35806,
16,Phil Sandoval’s Mexican Restaurante,$$,['Mexican'],['(256) 489-5711'],(256) 489-5711,6125 University Dr NW,/biz/phil-sandovals-mexican-restaurante-huntsville?osq=restaurants,Huntsville,AL,35806,
17,Another Broken Egg Cafe,$$,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']",['(256) 430-5476'],(256) 430-5476,7504 Highway 72 W,/biz/another-broken-egg-cafe-madison-2?osq=restaurants,Huntsville,AL,35806,
18,West End Grill,$$,"['American (New)', 'Steakhouses', 'Bars']",['(256) 722-8040'],(256) 722-8040,6610 Old Madison Pike NW,/biz/west-end-grill-huntsville?osq=restaurants,Huntsville,AL,35806,
19,Mellow Mushroom,$$,"['Pizza', 'Bars', 'Sandwiches']",['(256) 864-2727'],(256) 864-2727,470 Providence Main St,/biz/mellow-mushroom-huntsville-4?osq=restaurants,Huntsville,AL,35806,
20,88 Buffet,$$,"['Chinese', 'Buffets', 'Comfort Food']",['(256) 971-9870'],(256) 971-9870,6125 University Dr,/biz/88-buffet-huntsville?osq=restaurants,Huntsville,AL,35806,
21,Texas Roadhouse,$$,"['Steakhouses', 'Barbeque']",['(256) 895-8990'],(256) 895-8990,121 Jeff Rd,/biz/texas-roadhouse-huntsville-2?osq=restaurants,Huntsville,AL,35806,
22,Moe’s Original Bar B Que,$$,['Barbeque'],['(256) 715-8667'],(256) 715-8667,445 Providence Main St,/biz/moes-original-bar-b-que-huntsville-3?osq=restaurants,Huntsville,AL,35806,
23,Red Robin Gourmet Burgers,$$,"['Burgers', 'American (Traditional)']",['(256) 327-8530'],(256) 327-8530,365 The Bridge Street,/biz/red-robin-gourmet-burgers-huntsville?osq=restaurants,Huntsville,AL,35806,
24,Sun Cafe,$$,"['Asian Fusion', 'Sushi Bars']",['(256) 585-1422'],(256) 585-1422,930 Old Monrovia Rd,/biz/sun-cafe-huntsville?osq=restaurants,Huntsville,AL,35806,
25,Jim ‘N Nick’s Bar-B-Q,$$,"['Sandwiches', 'Southern', 'Barbeque']",['(256) 384-0652'],(256) 384-0652,4935 University Dr,/biz/jim-n-nicks-bar-b-q-huntsville?osq=restaurants,Huntsville,AL,35806,
26,Rice Box,$$,"['Sushi Bars', 'Chinese']",['(256) 722-3888'],(256) 722-3888,1420 Waddell Dr,/biz/rice-box-huntsville-2?osq=restaurants,Huntsville,AL,35806,
27,Scene Restaurant & Lounge,$$,"['Lounges', 'Sushi Bars', 'American (New)']",['(256) 327-8347'],(256) 327-8347,370 The Bridge St,/biz/scene-restaurant-and-lounge-huntsville?osq=restaurants,Huntsville,AL,35806,
28,Terranova’s Italian Restaurant,$$,['Italian'],['(256) 489-8883'],(256) 489-8883,1420 Paramount Dr,/biz/terranovas-italian-restaurant-huntsville?osq=restaurants,Huntsville,AL,35806,
29,The Brickhouse,$$,"['Sports Bars', 'American (Traditional)', 'Burgers']",['(256) 585-1599'],(256) 585-1599,7 Town Center Dr NW,/biz/the-brickhouse-huntsville-2?osq=restaurants,Huntsville,AL,35806,
30,Taco Mama,$$,['Mexican'],['(256) 424-6640'],(256) 424-6640,328 A Providence Main St,/biz/taco-mama-huntsville-3?osq=restaurants,Huntsville,AL,35806,
31,Vintage Cigar Lounge,$$,"['Tapas Bars', 'Cocktail Bars', 'Speakeasies']",['(256) 585-2345'],(256) 585-2345,355 The Bridge St Town Ctr,/biz/vintage-cigar-lounge-huntsville-3?osq=restaurants,Huntsville,AL,35806,
32,Buffalo Wild Wings,$$,"['Chicken Wings', 'Sports Bars', 'American (Traditional)']",['(256) 890-8500'],(256) 890-8500,7042 Hwy 72,/biz/buffalo-wild-wings-huntsville-5?osq=restaurants,Huntsville,AL,35806,
33,Nothing But Noodles,$$,"['Italian', 'Noodles']",['(256) 922-1650'],(256) 922-1650,6125 University Dr NW,/biz/nothing-but-noodles-huntsville?osq=restaurants,Huntsville,AL,35806,
34,CHOPCHOP Fresh Salads,$$,['Salad'],['(256) 203-2839'],(256) 203-2839,6125 University Dr,/biz/chopchop-fresh-salads-huntsville-2?osq=restaurants,Huntsville,AL,35806,
35,Dickey’s Barbecue Pit,$$,"['Barbeque', 'American (Traditional)', 'Southern']",['(256) 270-4425'],(256) 270-4425,6886 Governors W,/biz/dickeys-barbecue-pit-huntsville-4?osq=restaurants,Huntsville,AL,35806,
36,Logan’s Roadhouse,$$,"['Steakhouses', 'Barbeque', 'American (Traditional)']",['(256) 837-7885'],(256) 837-7885,6226 University Dr NW,/biz/logans-roadhouse-huntsville?osq=restaurants,Huntsville,AL,35806,
37,Golden Corral,$$,"['American (Traditional)', 'Breakfast & Brunch', 'Buffets']",['(256) 430-9565'],(256) 430-9565,4920 University Dr,/biz/golden-corral-huntsville-2?osq=restaurants,Huntsville,AL,35806,
38,Hooters,$$,"['Sports Bars', 'American (Traditional)', 'Chicken Wings']",['(256) 722-0166'],(256) 722-0166,4730 NW University,/biz/hooters-huntsville?osq=restaurants,Huntsville,AL,35806,
39,Charrito’s Bar & Grill,$$,"['Bars', 'Mexican']",['(256) 217-8868'],(256) 217-8868,7 Town Center Dr NW,/biz/charritos-bar-and-grill-huntsville?osq=restaurants,Huntsville,AL,35806,
40,El Olmeca Mexican Cantina,$$,['Mexican'],['(256) 890-5522'],(256) 890-5522,7044 University Dr NW,/biz/el-olmeca-mexican-cantina-huntsville?osq=restaurants,Huntsville,AL,35806,
41,Topgolf,$$,"['Golf', 'Bars', 'American (New)']",['(256) 270-4667'],(256) 270-4667,6100 Topgolf Dr NW,/biz/topgolf-huntsville?osq=restaurants,Huntsville,AL,35806,
42,Outback Steakhouse,$$,['Steakhouses'],['(256) 895-0257'],(256) 895-0257,7640 Hwy 72 W,/biz/outback-steakhouse-madison-3?osq=restaurants,Huntsville,AL,35806,
43,House of Kabob,$$,"['Persian/Iranian', 'Middle Eastern', 'Halal']",['(256) 489-9202'],(256) 489-9202,1212A Sparkman Dr NW,/biz/house-of-kabob-huntsville-2?osq=restaurants,Huntsville,AL,35806,
44,Newk’s Eatery,$$,"['Pizza', 'Sandwiches', 'American (Traditional)']",['(256) 430-9662'],(256) 430-9662,4925 University Dr,/biz/newks-eatery-huntsville-2?osq=restaurants,Huntsville,AL,35806,
45,LongHorn Steakhouse,$$,"['Steakhouses', 'American (Traditional)', 'Barbeque']",['(256) 895-6000'],(256) 895-6000,1450 Perimeter Pkwy,/biz/longhorn-steakhouse-huntsville?osq=restaurants,Huntsville,AL,35806,
46,Ted’s Bar-B-Q,$$,"['Barbeque', 'Salad', 'Sandwiches']",['(256) 489-2600'],(256) 489-2600,6125 University Dr,/biz/teds-bar-b-q-huntsville-3?osq=restaurants,Huntsville,AL,35806,
47,Casa Blanca Mexican Restaurant & Cantina,$$,['Mexican'],['(256) 895-4265'],(256) 895-4265,1001 Heathland Dr NW,/biz/casa-blanca-mexican-restaurant-and-cantina-huntsville-2?osq=restaurants,Huntsville,AL,35806,
48,Tokyo Japanese Steak House & Sushi Bar,$$,"['Japanese', 'Sushi Bars']",['(256) 217-1719'],(256) 217-1719,1105 Wayne Rd NW,/biz/tokyo-japanese-steak-house-and-sushi-bar-huntsville?osq=restaurants,Huntsville,AL,35806,
49,Marco’s Pizza,$$,['Pizza'],['(256) 864-2019'],(256) 864-2019,7559 Hwy 72 W,/biz/marcos-pizza-madison?osq=restaurants,Huntsville,AL,35806,
50,Steak-Out,$$,['American (Traditional)'],['(256) 721-1515'],(256) 721-1515,7143 Hwy 72 W,/biz/steak-out-madison?osq=restaurants,Huntsville,AL,35806,
51,Jersey Mike’s Subs,$$,"['Sandwiches', 'Fast Food', 'Delis']",['(256) 382-0873'],(256) 382-0873,6290 University Dr NW,/biz/jersey-mikes-subs-huntsville-2?osq=restaurants,Huntsville,AL,35806,
52,Sac’s Kitchen,$$,"['Southern', 'Soul Food']",['(256) 746-9030'],(256) 746-9030,6008 Mastin Lake Rd NW,/biz/sacs-kitchen-huntsville?osq=restaurants,Huntsville,AL,35806,
53,Hopper’s Bar & Grill,$$,"['Bars', 'Buffets']",['(256) 830-0600'],(256) 830-0600,5903 University Dr NW,/biz/hoppers-bar-and-grill-huntsville?osq=restaurants,Huntsville,AL,35806,
54,Sage Grille,$$,"['Seafood', 'American (Traditional)']",['(256) 428-2000'],(256) 428-2000,6800 Governors West NW,/biz/sage-grille-huntsville?osq=restaurants,Huntsville,AL,35806,
55,Henry’s Mustang Cafe,$$,"['Cafes', 'American (New)', 'Breakfast & Brunch']",(256) 517-1288,Woody Anderson Ford Rent-A-Car,/biz/henrys-mustang-cafe-huntsville?osq=restaurants,Huntsville,AL,35806,,
55,Henry’s Mustang Cafe,$$,"['Cafes', 'American (New)', 'Breakfast & Brunch']",(256) 517-1288,Woody Anderson Ford Rent-A-Car,/biz/woody-anderson-ford-rent-a-car-huntsville,Huntsville,AL,35806,,
56,Domino’s Pizza,$$,"['Pizza', 'Chicken Wings', 'Sandwiches']",['(256) 830-2662'],(256) 830-2662,4506 University Dr NW,/biz/dominos-pizza-huntsville-5?osq=restaurants,Huntsville,AL,35806,
57,Papa John’s Pizza,$$,['Pizza'],['(256) 830-2226'],(256) 830-2226,4710 University Dr NW,/biz/papa-johns-pizza-huntsville-3?osq=restaurants,Huntsville,AL,35806,
58,Biergarten,$$,"['German', 'Landmarks & Historical Buildings', 'Festivals']",['(256) 837-3400'],(256) 837-3400,1 Tranquility Base,/biz/biergarten-huntsville?osq=restaurants,Huntsville,AL,35806,
1,Connors Steak & Seafood,$$$,"['Steakhouses', 'Seafood', 'American (New)']",['(256) 327-8425'],(256) 327-8425,345 The Bridge St NW,/biz/connors-steak-and-seafood-huntsville?osq=restaurants,Huntsville,AL,35806,
2,Grille 29,$$$,"['Steakhouses', 'Breakfast & Brunch', 'Seafood']",['(256) 489-9470'],(256) 489-9470,445 Providence Main St NW,/biz/grille-29-huntsville?osq=restaurants,Huntsville,AL,35806,
3,Texas de Brazil,$$$,"['Steakhouses', 'Brazilian', 'Venues & Event Spaces']",['(256) 327-9113'],(256) 327-9113,350 The Bridge St NW,/biz/texas-de-brazil-huntsville?osq=restaurants,Huntsville,AL,35806,
4,The Melting Pot - Huntsville,$$$,['Fondue'],['(256) 327-8888'],(256) 327-8888,340 The Bridge St,/biz/the-melting-pot-huntsville-huntsville?osq=restaurants,Huntsville,AL,35806,
5,Domino’s Pizza,$$$,"['Pizza', 'Chicken Wings', 'Sandwiches']",['(256) 830-9100'],(256) 830-9100,644A Jeff Rd NW,/biz/dominos-pizza-huntsville-12?osq=restaurants,Huntsville,AL,35806,
1,Walmart Supercenter,$,"['Department Stores', 'Grocery']",6140A Univ Dr,"Huntsville, AL 35806",(256) 837-7272,/biz/walmart-supercenter-huntsville-4?osq=shopping,Huntsville,AL,35806,
1,Walmart Supercenter,$,"['Department Stores', 'Grocery']",6140A Univ Dr,"Huntsville, AL 35806",(256) 837-7272,/biz/the-vision-center-huntsville,Huntsville,AL,35806,
2,MAPCO,$,"['Convenience Stores', 'Gas Stations']",7131 University Dr,"Huntsville, AL 35806",(256) 726-8575,/biz/mapco-huntsville-7?osq=shopping,Huntsville,AL,35806,
3,ALDI Grocery Store,$,['Grocery'],,4710 University Dr,"Huntsville, AL 35816",/biz/aldi-grocery-store-huntsville-2?osq=shopping,Huntsville,AL,35806,
4,Old Navy,$,['Fashion'],301 The Bridge St,"Huntsville, AL 35806",(256) 327-8605,/biz/old-navy-huntsville-2?osq=shopping,Huntsville,AL,35806,
5,Burlington Coat Factory,$,['Discount Store'],6125 University Dr NW,"Huntsville, AL 35806",(256) 971-0970,/biz/burlington-coat-factory-huntsville?osq=shopping,Huntsville,AL,35806,
6,Dollar Tree,$,['Discount Store'],6275 University Dr NW,"Huntsville, AL 35806",(256) 971-0459,/biz/dollar-tree-huntsville-6?osq=shopping,Huntsville,AL,35806,
7,T J Maxx,$,['Department Stores'],7696 Highway 72 W,"Madison, AL 35758",(256) 217-2990,/biz/t-j-maxx-madison-3?osq=shopping,Huntsville,AL,35806,
8,Five Below,$,"['Discount Store', 'Toy Stores']",6275 University Dr NW,"Huntsville, AL 35806",(256) 971-9899,/biz/five-below-huntsville?osq=shopping,Huntsville,AL,35806,
9,Big Lots,$,['Department Stores'],6275 University Dr Nw,"Huntsville, AL 35806",(256) 922-8590,/biz/big-lots-huntsville-5?osq=shopping,Huntsville,AL,35806,
10,Essex Retail,$,['Discount Store'],,4710 University Dr,"Huntsville, AL 35816",/biz/essex-retail-huntsville?osq=shopping,Huntsville,AL,35806,
11,Texaco Food Mart,$,['Convenience Stores'],['(256) 890-0902'],(256) 890-0902,7584 Highway 72 W,/biz/texaco-food-mart-madison?osq=shopping,Huntsville,AL,35806,
12,Monrovia Market & Deli,$,"['Convenience Stores', 'Delis']",,1069 Jeff Rd NW,,/biz/monrovia-market-and-deli-huntsville?osq=shopping,Huntsville,AL,35806,
13,Ross Dress for Less,$,"['Department Stores', ""Women's Clothing"", 'Home Decor']",['(256) 922-0187'],(256) 922-0187,6275 University Dr NW,/biz/ross-dress-for-less-huntsville-2?osq=shopping,Huntsville,AL,35806,
14,Walmart Fuel Station,$,"['Gas Stations', 'Convenience Stores']",['(256) 721-6402'],(256) 721-6402,7520 US Highway 72 W,/biz/walmart-fuel-station-madison?osq=shopping,Huntsville,AL,35806,
15,Rite Aid,$,"['Drugstores', 'Convenience Stores']",['(256) 837-6240'],(256) 837-6240,444 Wynn Dr NW,/biz/rite-aid-huntsville-2?osq=shopping,Huntsville,AL,35806,
16,Rainbow Shops,$,"['Plus Size Fashion', 'Shoe Stores', 'Accessories']",['(256) 971-8696'],(256) 971-8696,6275 University Dr,/biz/rainbow-shops-huntsville?osq=shopping,Huntsville,AL,35806,
17,Cato Fashions,$,"[""Women's Clothing"", 'Accessories']",['(256) 722-0207'],(256) 722-0207,6140 University Dr NW,/biz/cato-fashions-huntsville?osq=shopping,Huntsville,AL,35806,
18,Maurices,$,"['Accessories', ""Women's Clothing""]",['(256) 726-0091'],(256) 726-0091,7696 Highway 72 W,/biz/maurices-madison-3?osq=shopping,Huntsville,AL,35806,
19,Papaya,$,['Fashion'],['(256) 327-5464'],(256) 327-5464,365 The Bridge St,/biz/papaya-huntsville?osq=shopping,Huntsville,AL,35806,
20,Circle K,$,"['Convenience Stores', 'Gas Stations']",['(256) 837-2186'],(256) 837-2186,6278 University Dr NW,/biz/circle-k-huntsville?osq=shopping,Huntsville,AL,35806,
21,Dollar General Store,$,['Department Stores'],610 Nance Rd,"Madison, AL 35757",(256) 895-0803,/biz/dollar-general-store-madison-7?osq=shopping,Huntsville,AL,35806,
22,Downtown Rescue Mission Thrift Store,$,"['Thrift Stores', 'Donation Center', 'Community Service/Non-Profit']",930 Old Monrovia,"Huntsville, AL 35806",(256) 722-5922,/biz/downtown-rescue-mission-thrift-store-huntsville-3?osq=shopping,Huntsville,AL,35806,
23,Discount Daddies,$,"['Grocery', 'Convenience Stores']",3490 Hwy 53,"Huntsville, AL 35806",(256) 852-1610,/biz/discount-daddies-huntsville?osq=shopping,Huntsville,AL,35806,
24,Circle C Store #84,$,['Convenience Stores'],651 Nance Rd,"Madison, AL 35757",(256) 895-8149,/biz/circle-c-store-84-madison?osq=shopping,Huntsville,AL,35806,
1,Bridge Street Town Centre,$$,['Shopping Centers'],['(256) 327-8400'],(256) 327-8400,365 The Bridge St,/biz/bridge-street-town-centre-huntsville?osq=shopping,Huntsville,AL,35806,
2,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",['(256) 922-0189'],(256) 922-0189,6275 University Dr NW,/biz/target-huntsville-4?osq=shopping,Huntsville,AL,35806,
2,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",['(256) 922-0189'],(256) 922-0189,6275 University Dr NW,/biz/jewelry-repair-center-huntsville-2,Huntsville,AL,35806,
3,Kohl’s - Huntsville,$$,"['Department Stores', ""Men's Clothing"", ""Women's Clothing""]",['(256) 722-0728'],(256) 722-0728,7630 Highway 72 W,/biz/kohls-huntsville-madison?osq=shopping,Huntsville,AL,35806,
4,Sam’s Club,$$,"['Department Stores', 'Wholesale Stores', 'Grocery']",['(256) 837-7323'],(256) 837-7323,5651 Holmes Ave NW,/biz/sams-club-huntsville?osq=shopping,Huntsville,AL,35806,
5,Funky Monkey Thrift & Antiques,$$,"['Antiques', 'Thrift Stores']",['(256) 970-4005'],(256) 970-4005,7186 US Hwy 72 W,/biz/funky-monkey-thrift-and-antiques-huntsville?osq=shopping,Huntsville,AL,35806,
6,Crossroads Boutique,$$,"['Accessories', 'Furniture Stores', 'Thrift Stores']",['(256) 830-1115'],(256) 830-1115,7587 Hwy 72 W,/biz/crossroads-boutique-madison-2?osq=shopping,Huntsville,AL,35806,
7,Plato’s Closet,$$,"[""Women's Clothing"", ""Men's Clothing""]",['(256) 721-2680'],(256) 721-2680,7696 Hwy 72 W,/biz/platos-closet-madison-9?osq=shopping,Huntsville,AL,35806,
8,Far East Market,$$,['Grocery'],['(256) 325-8868'],(256) 325-8868,7193 Hwy 72 W,/biz/far-east-market-madison?osq=shopping,Huntsville,AL,35806,
9,Belk,$$,['Department Stores'],['(256) 722-2400'],(256) 722-2400,445 The Bridge St,/biz/belk-huntsville-3?osq=shopping,Huntsville,AL,35806,
10,Hartlex Antique Gallery,$$,['Antiques'],['(256) 801-9168'],(256) 801-9168,6515 University Dr NW,/biz/hartlex-antique-gallery-huntsville?osq=shopping,Huntsville,AL,35806,
11,Kroger,$$,"['Gas Stations', 'Grocery']",['(256) 726-0600'],(256) 726-0600,7090 University Dr W,/biz/kroger-huntsville-2?osq=shopping,Huntsville,AL,35806,
12,David’s Bridal,$$,['Bridal'],(256) 922-0444,Westside Centre,/biz/davids-bridal-huntsville?osq=shopping,Huntsville,AL,35806,,
12,David’s Bridal,$$,['Bridal'],(256) 922-0444,Westside Centre,/biz/westside-centre-huntsville,Huntsville,AL,35806,,
13,Edible Arrangements,$$,"['Gift Shops', 'Florists', 'Chocolatiers & Shops']",['(256) 721-7999'],(256) 721-7999,6290 University Dr,/biz/edible-arrangements-huntsville-2?osq=shopping,Huntsville,AL,35806,
14,New Balance - Huntsville,$$,['Shoe Stores'],['(256) 922-4555'],(256) 922-4555,1395 Enterprise Way NW,/biz/new-balance-huntsville-huntsville-3?osq=shopping,Huntsville,AL,35806,
15,Hobby Lobby,$$,"['Art Supplies', 'Home Decor', 'Cards & Stationery']",['(256) 864-9437'],(256) 864-9437,7504 Hwy 72,/biz/hobby-lobby-madison-3?osq=shopping,Huntsville,AL,35806,
16,Warehouse Furniture,$$,"['Mattresses', 'Furniture Stores']",['(256) 684-8981'],(256) 684-8981,2652 Jordan Ln NW,/biz/warehouse-furniture-huntsville-2?osq=shopping,Huntsville,AL,35806,
17,Fossil Store,$$,"['Accessories', 'Watches', 'Leather Goods']",['(256) 327-8420'],(256) 327-8420,335 Bridge Street,/biz/fossil-store-huntsville?osq=shopping,Huntsville,AL,35806,
18,DSW Designer Shoe Warehouse,$$,['Shoe Stores'],['(256) 327-8550'],(256) 327-8550,301 The Bridge St,/biz/dsw-designer-shoe-warehouse-huntsville?osq=shopping,Huntsville,AL,35806,
19,Shoe Carnival,$$,"['Shoe Stores', 'Accessories']",['(256) 971-0259'],(256) 971-0259,6275 University Dr NW,/biz/shoe-carnival-huntsville-2?osq=shopping,Huntsville,AL,35806,
20,REEDS Jewelers,$$,"['Jewelry', 'Watches']",['(256) 327-8405'],(256) 327-8405,315 Bridge St.,/biz/reeds-jewelers-huntsville-2?osq=shopping,Huntsville,AL,35806,
21,Earth Fare,$$,"['Grocery', 'Health Markets', 'Meat Shops']",5900 University Dr NW,"Huntsville, AL 35806",(256) 721-7017,/biz/earth-fare-huntsville?osq=shopping,Huntsville,AL,35806,
22,Bed Bath & Beyond,$$,['Department Stores'],6888 Governors W,"Huntsville, AL 35806",(256) 971-1218,/biz/bed-bath-and-beyond-huntsville-3?osq=shopping,Huntsville,AL,35806,
23,Gamestop,$$,['Videos & Video Game Rental'],6275 University Dr NW,"Huntsville, AL 35806",(256) 964-1900,/biz/gamestop-huntsville?osq=shopping,Huntsville,AL,35806,
24,JOANN Fabrics and Crafts,$$,"['Home Decor', 'Fabric Stores', 'Art Supplies']",5900 B University Dr,"Huntsville, AL 35806",(256) 895-9023,/biz/joann-fabrics-and-crafts-huntsville-2?osq=shopping,Huntsville,AL,35806,
25,Act II Consignment Shoppe,$$,"[""Women's Clothing"", 'Used, Vintage & Consignment']",6125 University Dr NW,"Huntsville, AL 35806",(256) 971-2282,/biz/act-ii-consignment-shoppe-huntsville?osq=shopping,Huntsville,AL,35806,
26,Asian Market,$$,['Discount Store'],6125 University Dr NW,"Huntsville, AL 35806",(256) 213-7466,/biz/asian-market-huntsville-4?osq=shopping,Huntsville,AL,35806,
27,Adult Emporium,$$,['Videos & Video Game Rental'],6390 University Dr NW,"Huntsville, AL 35806",(256) 489-4999,/biz/adult-emporium-huntsville?osq=shopping,Huntsville,AL,35806,
28,Men’s Wearhouse,$$,"[""Men's Clothing"", 'Formal Wear', 'Bespoke Clothing']",6275 University Dr NW,"Huntsville, AL 35806",(256) 971-1923,/biz/mens-wearhouse-huntsville-5?osq=shopping,Huntsville,AL,35806,
29,HomeGoods,$$,['Home Decor'],5850 University Dr NW,"Huntsville, AL 35806",(256) 830-6817,/biz/homegoods-huntsville?osq=shopping,Huntsville,AL,35806,
